ds,y
402969600,42
403056000,26
403142400,26
403228800,25
403315200,25
403401600,28
403488000,25
403574400,25
403660800,25
403747200,25
403833600,26
403920000,26
404006400,47
404092800,25
404179200,43
404265600,32
404352000,26
404438400,27
404524800,48
404611200,45
404697600,46
404784000,45
404870400,51
404956800,47
405043200,49
405129600,46
405216000,47
405302400,46
405388800,49
405475200,65
405561600,48
405648000,51
405734400,50
405820800,51
405907200,49
405993600,53
406080000,74
406166400,71
406252800,56
406339200,56
406425600,58
406512000,15
406598400,15
406684800,14
406771200,15
406857600,15
406944000,15
407030400,12
407116800,15
407203200,14
407289600,15
407376000,15
407462400,15
407548800,15
407635200,15
407721600,15
407808000,13
407894400,15
407980800,15
408067200,14
408153600,15
408240000,16
408326400,14
408412800,15
408499200,16
408585600,15
408672000,15
408758400,14
408844800,14
408931200,15
409017600,13
409104000,15
409190400,15
409276800,15
409363200,15
409449600,15
409536000,14
409622400,14
409708800,15
409795200,15
409881600,14
409968000,15
410054400,15
410140800,15
410227200,14
410313600,15
410400000,15
410486400,14
410572800,16
410659200,14
410745600,16
410832000,15
410918400,13
411004800,16
411091200,16
411177600,18
411264000,17
411350400,17
411436800,15
411523200,16
411609600,17
411696000,16
411782400,16
411868800,16
411955200,16
412041600,16
412128000,20
412214400,16
412300800,17
412387200,17
412473600,16
412560000,17
412646400,17
412732800,17
412819200,17
412905600,17
412992000,17
413078400,16
413164800,17
413251200,18
413337600,17
413424000,17
413510400,18
413596800,17
413683200,17
413769600,18
413856000,17
413942400,17
414028800,18
414115200,17
414201600,17
414288000,17
414374400,17
414460800,17
414547200,29
414633600,32
414720000,30
414806400,39
414892800,25
414979200,36
415065600,32
415152000,37
415238400,36
415324800,36
415411200,36
415497600,32
415584000,36
415670400,19
415756800,34
415843200,37
415929600,29
416016000,31
416102400,35
416188800,38
416275200,41
416361600,19
416448000,23
416534400,38
416620800,35
416707200,38
416793600,40
416880000,26
416966400,31
417052800,31
417139200,20
417225600,39
417312000,36
417398400,39
417484800,18
417571200,34
417657600,39
417744000,26
417830400,26
417916800,33
418003200,39
418089600,19
418176000,23
418262400,20
418348800,35
418435200,32
418521600,38
418608000,30
418694400,35
418780800,37
418867200,26
418953600,25
419040000,23
419126400,31
419212800,38
419299200,29
419385600,34
419472000,30
419558400,38
419644800,35
419731200,30
419817600,23
419904000,32
419990400,32
420076800,27
420163200,30
420249600,34
420336000,19
420422400,27
420508800,19
420595200,35
420681600,27
420768000,25
420854400,32
420940800,35
421027200,35
421113600,34
421200000,30
421286400,36
421372800,35
421459200,21
421545600,20
421632000,29
421718400,23
421804800,18
421891200,24
421977600,20
422064000,29
422150400,18
422236800,40
422323200,25
422409600,27
422496000,19
422582400,25
422668800,21
422755200,20
422841600,20
422928000,31
423014400,26
423100800,20
423187200,25
423273600,25
423360000,32
423446400,32
423532800,31
423619200,20
423705600,25
423792000,26
423878400,30
423964800,21
424051200,39
424137600,20
424224000,24
424310400,22
424396800,23
424483200,20
424569600,19
424656000,20
424742400,22
424828800,22
424915200,22
425001600,22
425088000,23
425174400,20
425260800,20
425347200,18
425433600,17
425520000,18
425606400,18
425692800,18
425779200,19
425865600,18
425952000,18
426038400,18
426124800,18
426211200,18
426297600,18
426384000,18
426470400,19
426556800,19
426643200,20
426729600,21
426816000,20
426902400,19
426988800,20
427075200,22
427161600,18
427248000,21
427334400,21
427420800,20
427507200,21
427593600,20
427680000,20
427766400,19
427852800,24
427939200,22
428025600,22
428112000,21
428198400,23
428284800,20
428371200,23
428457600,21
428544000,21
428630400,20
428716800,22
428803200,22
428889600,21
428976000,24
429062400,25
429148800,23
429235200,21
429321600,22
429408000,21
429494400,25
429580800,22
429667200,19
429753600,25
429840000,44
429926400,41
430012800,41
430099200,42
430185600,43
430272000,44
430358400,28
430444800,44
430531200,42
430617600,44
430704000,25
430790400,24
430876800,31
430963200,32
431049600,23
431136000,26
431222400,27
431308800,26
431395200,26
431481600,30
431568000,40
431654400,45
431740800,44
431827200,41
431913600,44
432000000,28
432086400,26
432172800,33
432259200,28
432345600,26
432432000,27
432518400,26
432604800,46
432691200,45
432777600,48
432864000,46
432950400,47
433036800,53
433123200,47
433209600,64
433296000,63
433382400,53
433468800,50
433555200,51
433641600,52
433728000,52
433814400,77
433900800,73
433987200,78
434073600,56
434160000,59
434246400,55
434332800,56
434419200,59
434505600,62
434592000,16
434678400,15
434764800,15
434851200,15
434937600,14
435024000,15
435110400,15
435196800,15
435283200,15
435369600,15
435456000,16
435542400,16
435628800,14
435715200,15
435801600,15
435888000,16
435974400,15
436060800,16
436147200,16
436233600,12
436320000,15
436406400,15
436492800,15
436579200,14
436665600,14
436752000,14
436838400,13
436924800,16
437011200,15
437097600,14
437184000,14
437270400,14
437356800,15
437443200,14
437529600,15
437616000,13
437702400,14
437788800,16
437875200,17
437961600,16
438048000,16
438134400,17
438220800,16
438307200,18
438393600,17
438480000,17
438566400,18
438652800,16
438739200,17
438825600,19
438912000,17
438998400,17
439084800,16
439171200,16
439257600,16
439344000,17
439430400,17
439516800,16
439603200,17
439689600,16
439776000,16
439862400,16
439948800,16
440035200,16
440121600,17
440208000,16
440294400,18
440380800,18
440467200,18
440553600,17
440640000,18
440726400,17
440812800,17
440899200,18
440985600,19
441072000,18
441158400,17
441244800,18
441331200,17
441417600,17
441504000,17
441590400,18
441676800,18
441763200,41
441849600,33
441936000,41
442022400,31
442108800,38
442195200,24
442281600,34
442368000,40
442454400,24
442540800,39
442627200,43
442713600,29
442800000,39
442886400,30
442972800,30
443059200,36
443145600,36
443232000,31
443318400,38
443404800,35
443491200,19
443577600,34
443664000,39
443750400,33
443836800,18
443923200,25
444009600,34
444096000,35
444182400,36
444268800,35
444355200,32
444441600,32
444528000,25
444614400,38
444700800,33
444787200,36
444873600,20
444960000,39
445046400,31
445132800,32
445219200,44
445305600,30
445392000,33
445478400,37
445564800,39
445651200,28
445737600,28
445824000,36
445910400,36
445996800,31
446083200,41
446169600,18
446256000,34
446342400,32
446428800,28
446515200,35
446601600,37
446688000,29
446774400,39
446860800,35
446947200,42
447033600,23
447120000,38
447206400,25
447292800,25
447379200,24
447465600,31
447552000,25
447638400,21
447724800,29
447811200,30
447897600,32
447984000,24
448070400,27
448156800,29
448243200,21
448329600,23
448416000,21
448502400,29
448588800,30
448675200,34
448761600,34
448848000,32
448934400,22
449020800,31
449107200,20
449193600,31
449280000,25
449366400,24
449452800,25
449539200,33
449625600,20
449712000,24
449798400,34
449884800,20
449971200,20
450057600,33
450144000,20
450230400,25
450316800,28
450403200,26
450489600,20
450576000,33
450662400,29
450748800,27
450835200,18
450921600,24
451008000,22
451094400,21
451180800,18
451267200,20
451353600,22
451440000,22
451526400,21
451612800,20
451699200,18
451785600,22
451872000,18
451958400,20
452044800,20
452131200,22
452217600,20
452304000,18
452390400,21
452476800,18
452563200,18
452649600,18
452736000,19
452822400,19
452908800,18
452995200,19
453081600,18
453168000,19
453254400,19
453340800,20
453427200,20
453513600,20
453600000,19
453686400,19
453772800,18
453859200,19
453945600,22
454032000,21
454118400,21
454204800,21
454291200,19
454377600,21
454464000,20
454550400,18
454636800,20
454723200,19
454809600,19
454896000,20
454982400,20
455068800,20
455155200,23
455241600,24
455328000,21
455414400,23
455500800,23
455587200,25
455673600,20
455760000,22
455846400,23
455932800,21
456019200,25
456105600,21
456192000,20
456278400,24
456364800,24
456451200,24
456537600,23
456624000,22
456710400,21
456796800,22
456883200,30
456969600,24
457056000,24
457142400,45
457228800,43
457315200,42
457401600,43
457488000,41
457574400,42
457660800,32
457747200,44
457833600,42
457920000,44
458006400,42
458092800,45
458179200,42
458265600,43
458352000,42
458438400,28
458524800,43
458611200,40
458697600,45
458784000,23
458870400,25
458956800,29
459043200,29
459129600,25
459216000,27
459302400,31
459388800,30
459475200,25
459561600,30
459648000,27
459734400,28
459820800,52
459907200,28
459993600,41
460080000,47
460166400,27
460252800,25
460339200,28
460425600,26
460512000,45
460598400,46
460684800,45
460771200,46
460857600,47
460944000,49
461030400,55
461116800,51
461203200,48
461289600,54
461376000,52
461462400,57
461548800,53
461635200,53
461721600,57
461808000,65
461894400,61
461980800,64
462067200,65
462153600,61
462240000,55
462326400,15
462412800,15
462499200,15
462585600,14
462672000,14
462758400,16
462844800,18
462931200,15
463017600,16
463104000,17
463190400,15
463276800,15
463363200,16
463449600,15
463536000,14
463622400,16
463708800,15
463795200,16
463881600,16
463968000,17
464054400,13
464140800,13
464227200,12
464313600,16
464400000,15
464486400,17
464572800,16
464659200,15
464745600,14
464832000,16
464918400,16
465004800,15
465091200,15
465177600,15
465264000,16
465350400,16
465436800,16
465523200,16
465609600,14
465696000,16
465782400,15
465868800,15
465955200,14
466041600,17
466128000,17
466214400,16
466300800,17
466387200,16
466473600,16
466560000,14
466646400,16
466732800,16
466819200,18
466905600,16
466992000,17
467078400,17
467164800,17
467251200,17
467337600,17
467424000,16
467510400,18
467596800,17
467683200,16
467769600,17
467856000,18
467942400,18
468028800,18
468115200,18
468201600,17
468288000,17
468374400,18
468460800,18
468547200,18
468633600,17
468720000,18
468806400,17
468892800,18
468979200,37
469065600,42
469152000,26
469238400,38
469324800,42
469411200,22
469497600,34
469584000,39
469670400,42
469756800,36
469843200,38
469929600,24
470016000,37
470102400,36
470188800,29
470275200,34
470361600,33
470448000,38
470534400,39
470620800,33
470707200,37
470793600,23
470880000,36
470966400,28
471052800,37
471139200,33
471225600,36
471312000,31
471398400,31
471484800,33
471571200,36
471657600,19
471744000,39
471830400,32
471916800,36
472003200,35
472089600,29
472176000,30
472262400,36
472348800,36
472435200,41
472521600,23
472608000,39
472694400,34
472780800,36
472867200,38
472953600,18
473040000,31
473126400,35
473212800,35
473299200,34
473385600,31
473472000,37
473558400,39
473644800,20
473731200,23
473817600,33
473904000,33
473990400,38
474076800,19
474163200,28
474249600,34
474336000,20
474422400,33
474508800,20
474595200,31
474681600,39
474768000,38
474854400,43
474940800,32
475027200,28
475113600,32
475200000,28
475286400,29
475372800,34
475459200,32
475545600,28
475632000,35
475718400,28
475804800,25
475891200,32
475977600,31
476064000,20
476150400,24
476236800,19
476323200,29
476409600,31
476496000,33
476582400,30
476668800,41
476755200,25
476841600,18
476928000,29
477014400,19
477100800,23
477187200,22
477273600,27
477360000,20
477446400,24
477532800,22
477619200,29
477705600,33
477792000,19
477878400,21
477964800,20
478051200,20
478137600,32
478224000,21
478310400,21
478396800,22
478483200,21
478569600,22
478656000,21
478742400,20
478828800,19
478915200,20
479001600,22
479088000,23
479174400,22
479260800,19
479347200,18
479433600,17
479520000,18
479606400,18
479692800,19
479779200,17
479865600,19
479952000,18
480038400,23
480124800,18
480211200,20
480297600,18
480384000,19
480470400,20
480556800,19
480643200,19
480729600,19
480816000,20
480902400,18
480988800,19
481075200,19
481161600,19
481248000,21
481334400,22
481420800,19
481507200,20
481593600,21
481680000,22
481766400,21
481852800,20
481939200,23
482025600,25
482112000,22
482198400,23
482284800,22
482371200,24
482457600,23
482544000,24
482630400,20
482716800,25
482803200,20
482889600,23
482976000,21
483062400,22
483148800,23
483235200,21
483321600,22
483408000,24
483494400,23
483580800,21
483667200,24
483753600,22
483840000,23
483926400,22
484012800,24
484099200,25
484185600,21
484272000,24
484358400,21
484444800,24
484531200,23
484617600,21
484704000,19
484790400,20
484876800,20
484963200,24
485049600,25
485136000,41
485222400,44
485308800,46
485395200,42
485481600,44
485568000,41
485654400,43
485740800,42
485827200,42
485913600,42
486000000,46
486086400,43
486172800,46
486259200,30
486345600,43
486432000,41
486518400,45
486604800,42
486691200,40
486777600,42
486864000,29
486950400,27
487036800,27
487123200,31
487209600,28
487296000,25
487382400,26
487468800,25
487555200,26
487641600,26
487728000,45
487814400,50
487900800,47
487987200,48
488073600,51
488160000,48
488246400,47
488332800,46
488419200,66
488505600,65
488592000,52
488678400,49
488764800,51
488851200,48
488937600,53
489024000,52
489110400,58
489196800,54
489283200,56
489369600,63
489456000,58
489542400,59
489628800,15
489715200,15
489801600,15
489888000,15
489974400,16
490060800,16
490147200,16
490233600,15
490320000,15
490406400,14
490492800,14
490579200,14
490665600,14
490752000,16
490838400,15
490924800,15
491011200,15
491097600,15
491184000,14
491270400,16
491356800,14
491443200,15
491529600,16
491616000,13
491702400,14
491788800,15
491875200,16
491961600,15
492048000,14
492134400,14
492220800,15
492307200,14
492393600,15
492480000,14
492566400,16
492652800,16
492739200,18
492825600,16
492912000,17
492998400,16
493084800,17
493171200,17
493257600,16
493344000,16
493430400,18
493516800,17
493603200,17
493689600,16
493776000,18
493862400,17
493948800,16
494035200,18
494121600,18
494208000,17
494294400,18
494380800,17
494467200,16
494553600,16
494640000,16
494726400,16
494812800,17
494899200,16
494985600,16
495072000,16
495158400,16
495244800,16
495331200,15
495417600,16
495504000,16
495590400,17
495676800,17
495763200,17
495849600,18
495936000,18
496022400,18
496108800,17
496195200,17
496281600,17
496368000,17
496454400,18
496540800,17
496627200,18
496713600,16
496800000,17
496886400,16
496972800,16
497059200,18
497145600,18
497232000,38
497318400,32
497404800,33
497491200,38
497577600,33
497664000,36
497750400,28
497836800,38
497923200,37
498009600,39
498096000,38
498182400,38
498268800,24
498355200,36
498441600,20
498528000,23
498614400,33
498700800,36
498787200,37
498873600,35
498960000,24
499046400,26
499132800,22
499219200,36
499305600,39
499392000,37
499478400,36
499564800,33
499651200,19
499737600,31
499824000,38
499910400,19
499996800,39
500083200,25
500169600,29
500256000,33
500342400,31
500428800,24
500515200,31
500601600,25
500688000,37
500774400,38
500860800,22
500947200,41
501033600,40
501120000,27
501206400,35
501292800,23
501379200,34
501465600,24
501552000,34
501638400,36
501724800,34
501811200,40
501897600,30
501984000,27
502070400,29
502156800,31
502243200,42
502329600,34
502416000,35
502502400,34
502588800,35
502675200,30
502761600,18
502848000,27
502934400,19
503020800,35
503107200,41
503193600,22
503280000,33
503366400,21
503452800,34
503539200,30
503625600,20
503712000,33
503798400,19
503884800,31
503971200,30
504057600,29
504144000,18
504230400,26
504316800,19
504403200,25
504489600,32
504576000,22
504662400,20
504748800,22
504835200,23
504921600,21
505008000,22
505094400,23
505180800,23
505267200,23
505353600,22
505440000,18
505526400,20
505612800,18
505699200,18
505785600,18
505872000,18
505958400,18
506044800,19
506131200,18
506217600,18
506304000,21
506390400,20
506476800,20
506563200,19
506649600,19
506736000,18
506822400,19
506908800,19
506995200,18
507081600,19
507168000,19
507254400,21
507340800,22
507427200,21
507513600,19
507600000,21
507686400,22
507772800,20
507859200,21
507945600,22
508032000,23
508118400,22
508204800,24
508291200,21
508377600,23
508464000,21
508550400,23
508636800,21
508723200,23
508809600,24
508896000,25
508982400,20
509068800,21
509155200,20
509241600,21
509328000,20
509414400,21
509500800,23
509587200,23
509673600,21
509760000,25
509846400,21
509932800,22
510019200,24
510105600,43
510192000,43
510278400,43
510364800,44
510451200,45
510537600,42
510624000,45
510710400,41
510796800,27
510883200,45
510969600,41
511056000,26
511142400,44
511228800,41
511315200,41
511401600,27
511488000,44
511574400,40
511660800,42
511747200,25
511833600,33
511920000,25
512006400,31
512092800,26
512179200,25
512265600,28
512352000,26
512438400,41
512524800,41
512611200,40
512697600,46
512784000,41
512870400,28
512956800,33
513043200,31
513129600,28
513216000,30
513302400,26
513388800,27
513475200,26
513561600,25
513648000,26
513734400,47
513820800,46
513907200,47
513993600,45
514080000,46
514166400,54
514252800,62
514339200,50
514425600,52
514512000,52
514598400,52
514684800,71
514771200,55
514857600,66
514944000,71
515030400,54
515116800,56
515203200,59
515289600,66
515376000,58
515462400,64
515548800,55
515635200,16
515721600,15
515808000,16
515894400,14
515980800,16
516067200,15
516153600,14
516240000,15
516326400,15
516412800,15
516499200,15
516585600,14
516672000,15
516758400,15
516844800,15
516931200,14
517017600,15
517104000,15
517190400,15
517276800,15
517363200,13
517449600,13
517536000,15
517622400,14
517708800,14
517795200,14
517881600,16
517968000,16
518054400,16
518140800,15
518227200,15
518313600,14
518400000,13
518486400,15
518572800,16
518659200,14
518745600,16
518832000,14
518918400,16
519004800,16
519091200,17
519177600,17
519264000,16
519350400,16
519436800,16
519523200,17
519609600,18
519696000,17
519782400,17
519868800,16
519955200,17
520041600,17
520128000,16
520214400,17
520300800,17
520387200,17
520473600,17
520560000,17
520646400,16
520732800,17
520819200,16
520905600,16
520992000,16
521078400,17
521164800,15
521251200,16
521337600,16
521424000,16
521510400,17
521596800,16
521683200,16
521769600,17
521856000,18
521942400,17
522028800,17
522115200,17
522201600,17
522288000,18
522374400,17
522460800,17
522547200,18
522633600,17
522720000,18
522806400,18
522892800,17
522979200,18
523065600,18
523152000,18
523238400,17
523324800,17
523411200,17
523497600,17
523584000,18
523670400,30
523756800,36
523843200,40
523929600,33
524016000,38
524102400,21
524188800,35
524275200,27
524361600,32
524448000,22
524534400,33
524620800,28
524707200,18
524793600,37
524880000,34
524966400,37
525052800,35
525139200,35
525225600,28
525312000,23
525398400,33
525484800,18
525571200,27
525657600,38
525744000,32
525830400,28
525916800,30
526003200,41
526089600,25
526176000,36
526262400,40
526348800,27
526435200,37
526521600,31
526608000,40
526694400,30
526780800,39
526867200,32
526953600,19
527040000,30
527126400,37
527212800,38
527299200,20
527385600,20
527472000,36
527558400,37
527644800,20
527731200,36
527817600,21
527904000,29
527990400,27
528076800,19
528163200,24
528249600,39
528336000,23
528422400,34
528508800,30
528595200,36
528681600,24
528768000,22
528854400,26
528940800,20
529027200,28
529113600,24
529200000,31
529286400,39
529372800,23
529459200,26
529545600,30
529632000,23
529718400,34
529804800,20
529891200,41
529977600,18
530064000,28
530150400,35
530236800,25
530323200,29
530409600,29
530496000,24
530582400,19
530668800,20
530755200,26
530841600,27
530928000,23
531014400,29
531100800,20
531187200,19
531273600,23
531360000,22
531446400,23
531532800,22
531619200,20
531705600,19
531792000,22
531878400,18
531964800,19
532051200,20
532137600,21
532224000,22
532310400,20
532396800,20
532483200,21
532569600,19
532656000,18
532742400,18
532828800,18
532915200,18
533001600,18
533088000,18
533174400,20
533260800,19
533347200,19
533433600,20
533520000,20
533606400,27
533692800,20
533779200,18
533865600,18
533952000,21
534038400,21
534124800,21
534211200,22
534297600,21
534384000,22
534470400,22
534556800,21
534643200,22
534729600,22
534816000,23
534902400,23
534988800,20
535075200,21
535161600,23
535248000,22
535334400,21
535420800,23
535507200,22
535593600,23
535680000,22
535766400,23
535852800,21
535939200,21
536025600,21
536112000,25
536198400,22
536284800,22
536371200,24
536457600,21
536544000,23
536630400,24
536716800,25
536803200,26
536889600,42
536976000,43
537062400,43
537148800,42
537235200,42
537321600,42
537408000,43
537494400,45
537580800,28
537667200,29
537753600,41
537840000,44
537926400,42
538012800,44
538099200,24
538185600,23
538272000,29
538358400,29
538444800,24
538531200,26
538617600,28
538704000,29
538790400,30
538876800,26
538963200,44
539049600,27
539136000,47
539222400,34
539308800,45
539395200,44
539481600,44
539568000,28
539654400,26
539740800,26
539827200,27
539913600,26
540000000,27
540086400,47
540172800,49
540259200,46
540345600,50
540432000,50
540518400,52
540604800,53
540691200,63
540777600,68
540864000,54
540950400,55
541036800,60
541123200,15
541209600,15
541296000,13
541382400,15
541468800,15
541555200,14
541641600,13
541728000,14
541814400,15
541900800,14
541987200,14
542073600,15
542160000,14
542246400,16
542332800,14
542419200,15
542505600,15
542592000,14
542678400,15
542764800,14
542851200,14
542937600,15
543024000,15
543110400,14
543196800,14
543283200,16
543369600,15
543456000,13
543542400,14
543628800,15
543715200,13
543801600,14
543888000,16
543974400,15
544060800,14
544147200,15
544233600,17
544320000,17
544406400,16
544492800,16
544579200,17
544665600,16
544752000,16
544838400,19
544924800,17
545011200,17
545097600,17
545184000,16
545270400,17
545356800,17
545443200,16
545529600,17
545616000,18
545702400,16
545788800,15
545875200,17
545961600,17
546048000,17
546134400,17
546220800,17
546307200,16
546393600,17
546480000,16
546566400,17
546652800,17
546739200,17
546825600,17
546912000,18
546998400,17
547084800,16
547171200,16
547257600,17
547344000,18
547430400,18
547516800,15
547603200,17
547689600,18
547776000,17
547862400,17
547948800,18
548035200,16
548121600,18
548208000,17
548294400,16
548380800,16
548467200,16
548553600,16
548640000,16
548726400,18
548812800,17
548899200,17
548985600,22
549072000,31
549158400,34
549244800,34
549331200,25
549417600,31
549504000,39
549590400,38
549676800,40
549763200,23
549849600,39
549936000,39
550022400,36
550108800,39
550195200,38
550281600,40
550368000,40
550454400,31
550540800,32
550627200,38
550713600,37
550800000,37
550886400,32
550972800,26
551059200,34
551145600,29
551232000,32
551318400,36
551404800,27
551491200,30
551577600,24
551664000,26
551750400,38
551836800,25
551923200,24
552009600,29
552096000,18
552182400,29
552268800,31
552355200,32
552441600,22
552528000,26
552614400,31
552700800,35
552787200,32
552873600,32
552960000,29
553046400,41
553132800,21
553219200,28
553305600,23
553392000,27
553478400,36
553564800,20
553651200,35
553737600,31
553824000,28
553910400,25
553996800,35
554083200,20
554169600,19
554256000,34
554342400,24
554428800,18
554515200,35
554601600,31
554688000,33
554774400,35
554860800,20
554947200,27
555033600,31
555120000,29
555206400,21
555292800,20
555379200,20
555465600,25
555552000,22
555638400,22
555724800,21
555811200,20
555897600,20
555984000,22
556070400,23
556156800,18
556243200,20
556329600,21
556416000,21
556502400,19
556588800,17
556675200,19
556761600,18
556848000,19
556934400,18
557020800,19
557107200,17
557193600,18
557280000,18
557366400,19
557452800,19
557539200,20
557625600,18
557712000,20
557798400,18
557884800,19
557971200,20
558057600,20
558144000,19
558230400,19
558316800,20
558403200,19
558489600,19
558576000,19
558662400,18
558748800,18
558835200,19
558921600,19
559008000,21
559094400,23
559180800,20
559267200,21
559353600,20
559440000,21
559526400,19
559612800,21
559699200,20
559785600,21
559872000,21
559958400,19
560044800,20
560131200,24
560217600,23
560304000,24
560390400,20
560476800,21
560563200,22
560649600,22
560736000,23
560822400,22
560908800,22
560995200,22
561081600,24
561168000,22
561254400,26
561340800,23
561427200,25
561513600,24
561600000,22
561686400,22
561772800,24
561859200,23
561945600,24
562032000,23
562118400,21
562204800,22
562291200,20
562377600,22
562464000,26
562550400,24
562636800,21
562723200,20
562809600,20
562896000,25
562982400,41
563068800,42
563155200,43
563241600,41
563328000,44
563414400,43
563500800,40
563587200,30
563673600,43
563760000,30
563846400,44
563932800,43
564019200,43
564105600,42
564192000,44
564278400,51
564364800,41
564451200,29
564537600,45
564624000,42
564710400,26
564796800,26
564883200,28
564969600,27
565056000,25
565142400,31
565228800,28
565315200,25
565401600,25
565488000,25
565574400,42
565660800,42
565747200,26
565833600,29
565920000,45
566006400,28
566092800,27
566179200,27
566265600,28
566352000,27
566438400,47
566524800,47
566611200,48
566697600,46
566784000,45
566870400,47
566956800,58
567043200,50
567129600,53
567216000,49
567302400,49
567388800,80
567475200,59
567561600,62
567648000,57
567734400,64
567820800,57
567907200,56
567993600,54
568080000,62
568166400,87
568252800,15
568339200,17
568425600,16
568512000,15
568598400,16
568684800,15
568771200,16
568857600,15
568944000,14
569030400,17
569116800,15
569203200,16
569289600,13
569376000,16
569462400,14
569548800,16
569635200,14
569721600,17
569808000,14
569894400,16
569980800,15
570067200,15
570153600,15
570240000,16
570326400,16
570412800,15
570499200,15
570585600,15
570672000,15
570758400,16
570844800,16
570931200,16
571017600,17
571104000,13
571190400,15
571276800,15
571363200,15
571449600,13
571536000,15
571622400,15
571708800,15
571795200,16
571881600,14
571968000,14
572054400,15
572140800,14
572227200,17
572313600,16
572400000,17
572486400,16
572572800,15
572659200,14
572745600,13
572832000,16
572918400,16
573004800,15
573091200,16
573177600,17
573264000,16
573350400,17
573436800,17
573523200,16
573609600,17
573696000,16
573782400,16
573868800,16
573955200,17
574041600,16
574128000,17
574214400,17
574300800,17
574387200,18
574473600,17
574560000,18
574646400,18
574732800,16
574819200,17
574905600,18
574992000,18
575078400,17
575164800,17
575251200,18
575337600,18
575424000,38
575510400,19
575596800,35
575683200,36
575769600,27
575856000,33
575942400,36
576028800,32
576115200,26
576201600,40
576288000,39
576374400,32
576460800,36
576547200,36
576633600,38
576720000,34
576806400,33
576892800,31
576979200,33
577065600,31
577152000,41
577238400,36
577324800,27
577411200,23
577497600,29
577584000,35
577670400,32
577756800,36
577843200,40
577929600,34
578016000,24
578102400,35
578188800,24
578275200,39
578361600,25
578448000,26
578534400,30
578620800,39
578707200,35
578793600,33
578880000,30
578966400,31
579052800,28
579139200,27
579225600,30
579312000,36
579398400,35
579484800,35
579571200,24
579657600,19
579744000,26
579830400,31
579916800,37
580003200,35
580089600,25
580176000,18
580262400,29
580348800,30
580435200,35
580521600,31
580608000,33
580694400,26
580780800,35
580867200,21
580953600,31
581040000,32
581126400,34
581212800,19
581299200,30
581385600,34
581472000,34
581558400,29
581644800,27
581731200,30
581817600,19
581904000,23
581990400,21
582076800,26
582163200,25
582249600,28
582336000,31
582422400,24
582508800,28
582595200,28
582681600,24
582768000,18
582854400,26
582940800,23
583027200,25
583113600,28
583200000,25
583286400,24
583372800,27
583459200,24
583545600,32
583632000,31
583718400,25
583804800,19
583891200,22
583977600,26
584064000,21
584150400,22
584236800,19
584323200,22
584409600,24
584496000,21
584582400,17
584668800,21
584755200,20
584841600,20
584928000,22
585014400,20
585100800,22
585187200,20
585273600,20
585360000,18
585446400,19
585532800,18
585619200,19
585705600,20
585792000,20
585878400,19
585964800,19
586051200,18
586137600,19
586224000,19
586310400,18
586396800,20
586483200,19
586569600,18
586656000,19
586742400,19
586828800,19
586915200,20
587001600,19
587088000,18
587174400,22
587260800,21
587347200,21
587433600,24
587520000,27
587606400,24
587692800,23
587779200,24
587865600,24
587952000,24
588038400,26
588124800,23
588211200,22
588297600,23
588384000,21
588470400,20
588556800,21
588643200,21
588729600,22
588816000,23
588902400,25
588988800,22
589075200,24
589161600,21
589248000,24
589334400,21
589420800,22
589507200,42
589593600,41
589680000,42
589766400,43
589852800,43
589939200,41
590025600,43
590112000,25
590198400,41
590284800,44
590371200,41
590457600,25
590544000,25
590630400,28
590716800,30
590803200,32
590889600,31
590976000,30
591062400,26
591148800,32
591235200,30
591321600,25
591408000,26
591494400,25
591580800,26
591667200,26
591753600,28
591840000,30
591926400,33
592012800,28
592099200,27
592185600,27
592272000,31
592358400,31
592444800,28
592531200,28
592617600,25
592704000,46
592790400,49
592876800,47
592963200,47
593049600,47
593136000,46
593222400,49
593308800,49
593395200,54
593481600,69
593568000,58
593654400,52
593740800,53
593827200,53
593913600,62
594000000,62
594086400,60
594172800,62
594259200,59
594345600,57
594432000,16
594518400,15
594604800,16
594691200,14
594777600,15
594864000,15
594950400,15
595036800,14
595123200,15
595209600,15
595296000,14
595382400,15
595468800,16
595555200,14
595641600,16
595728000,12
595814400,15
595900800,15
595987200,15
596073600,15
596160000,14
596246400,15
596332800,15
596419200,14
596505600,15
596592000,14
596678400,15
596764800,16
596851200,15
596937600,13
597024000,15
597110400,15
597196800,16
597283200,15
597369600,16
597456000,16
597542400,16
597628800,17
597715200,15
597801600,17
597888000,17
597974400,17
598060800,16
598147200,16
598233600,17
598320000,17
598406400,16
598492800,17
598579200,16
598665600,16
598752000,16
598838400,16
598924800,16
599011200,16
599097600,17
599184000,15
599270400,17
599356800,16
599443200,16
599529600,17
599616000,17
599702400,17
599788800,15
599875200,16
599961600,15
600048000,17
600134400,16
600220800,17
600307200,17
600393600,16
600480000,17
600566400,17
600652800,19
600739200,17
600825600,17
600912000,19
600998400,18
601084800,19
601171200,17
601257600,20
601344000,17
601430400,18
601516800,18
601603200,17
601689600,18
601776000,18
601862400,18
601948800,18
602035200,16
602121600,18
602208000,18
602294400,18
602380800,18
602467200,38
602553600,35
602640000,34
602726400,33
602812800,19
602899200,29
602985600,29
603072000,33
603158400,36
603244800,37
603331200,25
603417600,39
603504000,36
603590400,37
603676800,35
603763200,33
603849600,40
603936000,24
604022400,36
604108800,31
604195200,26
604281600,37
604368000,29
